policy,metric,net_pnl,total_ex_funding
ml,mean,90223.55,89194.27
ml,std,547711.44,548122.12
ml,min,-1428729.00,-1430748.62
ml,p5,-714288.25,-715849.51
ml,p95,1067699.64,1067468.53
ml,max,3277746.50,3280796.25
