policy,metric,net_pnl,total_ex_funding
ml,mean,56675.86,55681.10
ml,std,584965.25,585134.31
ml,min,-1622321.50,-1623538.38
ml,p5,-816819.13,-818318.87
ml,p95,1117830.95,1117542.97
ml,max,3684924.25,3684396.75
