policy,metric,net_pnl,total_ex_funding
ml,mean,-170778.19,-170012.98
ml,std,434583.34,435268.56
ml,min,-1665472.38,-1668617.75
ml,p5,-842714.59,-846372.27
ml,p95,528715.99,530732.49
ml,max,2610819.50,2626039.75
