mean_pnl,worst_pnl,p5_pnl,sortino_metric,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,row_name,seed,epochs,overrides,elapsed_min
61814.01171875,-1430995.5,-747024.5656249999,-685210.5539062499,-1569304.0,112118.96875,-50304.95703125,138308.5,3.0,-8.0,24.0,1.0,d5_e3_p2_c500k_seed42,d5_e3_p2_c500k,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.003;objective.Power=2.0;objective.Utility_Scale_Explicit=500000.0,6.436581819066729
103562.796875,-1275034.5,-662137.2218749999,-558574.4249999999,-1569304.0,112118.96875,-8556.171875,294269.5,3.0,-8.0,22.0,1.0,d5_e3_p2_c200k_seed42,d5_e3_p2_c200k,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.003;objective.Power=2.0;objective.Utility_Scale_Explicit=200000.0,6.415116437716643
