policy,metric,net_pnl,total_ex_funding
ml,mean,79906.98,78750.03
ml,std,583777.94,583951.38
ml,min,-1600464.38,-1601301.25
ml,p5,-786344.25,-787431.65
ml,p95,1121068.36,1120796.28
ml,max,3704259.75,3704408.75
