policy,metric,net_pnl,total_ex_funding
ml,mean,79053.05,77797.00
ml,std,409819.50,411068.16
ml,min,-1210938.12,-1218693.75
ml,p5,-514270.40,-517458.74
ml,p95,811562.28,812896.74
ml,max,2228370.25,2234999.50
