policy,metric,net_pnl,total_ex_funding
ml,mean,-53901.25,-54211.32
ml,std,440453.22,441367.03
ml,min,-1327104.25,-1330167.12
ml,p5,-719637.69,-721509.77
ml,p95,731144.88,734778.18
ml,max,2606122.00,2617915.00
