policy,metric,net_pnl,total_ex_funding
ml,mean,72900.74,71698.55
ml,std,400172.31,401494.41
ml,min,-1238682.50,-1242556.75
ml,p5,-503363.85,-506763.60
ml,p95,778570.29,778749.93
ml,max,2187805.50,2195225.75
