policy,metric,net_pnl,total_ex_funding
ml,mean,97712.09,96537.50
ml,std,549098.19,549512.31
ml,min,-1321707.12,-1324453.75
ml,p5,-676802.43,-678476.81
ml,p95,1122877.86,1122465.12
ml,max,3448985.50,3450979.25
