policy,metric,net_pnl,total_ex_funding
ml,mean,87680.67,86363.85
ml,std,495723.22,496537.75
ml,min,-1217766.75,-1221536.25
ml,p5,-634299.27,-637136.43
ml,p95,970868.33,971028.78
ml,max,2879823.75,2887454.25
