policy,metric,net_pnl,total_ex_funding
ml,mean,78406.30,77094.52
ml,std,524735.50,525323.38
ml,min,-1368069.75,-1370560.75
ml,p5,-664336.87,-665811.28
ml,p95,1051955.87,1051876.26
ml,max,3296185.00,3299170.50
