policy,metric,net_pnl,total_ex_funding
ml,mean,117621.06,116187.69
ml,std,565867.88,566173.69
ml,min,-1521360.75,-1523289.38
ml,p5,-711751.96,-712999.21
ml,p95,1117280.72,1116609.19
ml,max,3203757.00,3208512.75
