policy,metric,net_pnl,total_ex_funding
ml,mean,-57978.24,-58410.39
ml,std,543030.38,543308.06
ml,min,-1706948.75,-1709649.50
ml,p5,-833511.54,-831031.74
ml,p95,883054.74,883111.98
ml,max,2425973.75,2426848.50
