policy,metric,net_pnl,total_ex_funding
ml,mean,-93987.88,-93699.08
ml,std,400530.94,400341.03
ml,min,-1748332.88,-1731216.88
ml,p5,-705701.07,-705240.63
ml,p95,589927.89,589862.48
ml,max,2115204.00,2114280.50
