policy,metric,net_pnl,total_ex_funding
ml,mean,63625.16,62406.90
ml,std,551254.62,551639.38
ml,min,-1390654.25,-1392992.75
ml,p5,-717687.97,-719499.82
ml,p95,1076282.71,1075876.79
ml,max,3561533.00,3561941.50
