policy,metric,net_pnl,total_ex_funding
ml,mean,101850.62,100581.88
ml,std,569276.75,569545.44
ml,min,-1627782.75,-1628600.00
ml,p5,-746991.92,-748862.44
ml,p95,1111592.37,1110370.44
ml,max,3614108.75,3614967.00
