mean_pnl,worst_pnl,p5_pnl,sortino_metric,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,row_name,seed,epochs,overrides,elapsed_min
98439.9375,-1492401.75,-695879.8468749999,-597439.9093749999,-1569304.0,112118.96875,-13679.03125,76902.25,2.0,-7.0,17.0,1.0,d5_ent_sched_seed42,d5_ent_sched,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.01;objective.Power=2.0;optimizer.Entropy_Schedule=linear;optimizer.Entropy_Coef_Min=0.001,7.034447590616643
99157.5859375,-1622197.625,-806088.86875,-706931.2828125,-1569304.0,112118.96875,-12961.3828125,-52893.625,3.0,-4.0,11.0,1.0,d5_ent_sched_aggressive_seed42,d5_ent_sched_aggressive,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.03;objective.Power=2.0;optimizer.Entropy_Schedule=linear;optimizer.Entropy_Coef_Min=0.001,7.594596938366643
78950.3515625,-1396090.25,-738674.9,-659724.5484375,-1569304.0,112118.96875,-33168.6171875,173213.75,1.0,-6.0,13.0,1.0,d5_e3_p2_entfloor_seed42,d5_e3_p2_entfloor,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.003;objective.Power=2.0;optimizer.Entropy_Floor_H_Min=8.0;optimizer.Entropy_Floor_Coef=0.01,7.575535751266701
