mean_pnl,worst_pnl,p5_pnl,sortino_metric,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,row_name,seed,epochs,overrides,elapsed_min
76322.3984375,-1584549.125,-766831.690625,-690509.2921875,-1569304.0,112118.96875,-35796.5703125,-15245.125,3.0,-44.0,90.0,1.0,light_perinst_seed42,light_perinst,42,100,optimizer.Dense_Tracking_Reward_Scale=0.0;objective.Power=2.0;objective.Position_Bounds_Penalty=0.0;objective.Per_Instrument_Bounds_Penalty=0.15,6.361352021933271
83782.65625,-1368626.0,-674924.0625,-591141.40625,-1569304.0,112118.96875,-28336.3125,200678.0,3.0,-5.0,15.0,1.0,light_bothbounds_seed42,light_bothbounds,42,100,optimizer.Dense_Tracking_Reward_Scale=0.0;objective.Power=2.0;objective.Position_Bounds_Penalty=0.15;objective.Per_Instrument_Bounds_Penalty=0.15,6.337045806800112
