policy,metric,net_pnl,total_ex_funding
ml,mean,78037.33,76822.67
ml,std,579808.44,580199.00
ml,min,-1797082.75,-1799130.25
ml,p5,-693311.23,-695387.36
ml,p95,1116766.39,1116524.99
ml,max,2956484.25,2957127.50
