policy,metric,net_pnl,total_ex_funding
ml,mean,104005.91,102580.20
ml,std,594446.50,594459.94
ml,min,-1971232.50,-1972399.25
ml,p5,-778078.28,-779415.57
ml,p95,1185826.18,1184526.21
ml,max,3392979.50,3391327.25
