policy,metric,net_pnl,total_ex_funding
ml,mean,26440.40,25998.60
ml,std,407245.34,408653.72
ml,min,-1147652.00,-1151543.50
ml,p5,-572758.47,-575547.59
ml,p95,763613.11,764498.34
ml,max,2076653.00,2092694.88
