mean_pnl,worst_pnl,median_pnl,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,seed,epochs,overrides,elapsed_min
100990.484375,-1931310.5,-1719.45849609375,-1925075.75,106156.734375,-5166.25,-6234.75,0.0,-45.0,45.0,0.9794921875,dense1_validate_seed123,123,100,optimizer.Dense_Tracking_Reward_Scale=1,7.559227357649979
-46137.7265625,-1965481.5,-103249.3515625,-2206881.25,114617.34375,-160755.0703125,241399.75,0.0,-50.0,100.0,1.0,dense1_validate_seed456,456,100,optimizer.Dense_Tracking_Reward_Scale=1,7.999156021233345
62390.67578125,-1453869.625,2952.126953125,-1551628.875,92839.2734375,-30448.59765625,97759.25,0.0,-14.0,18.0,1.0,postdeal5_validate_seed7,7,100,objective.Post_Deal_Trade_Penalty=5,7.940085373250016
-31084.70703125,-1669260.75,-105797.66015625,-1925075.75,106156.734375,-137241.44140625,255815.0,0.0,-50.0,100.0,1.0,postdeal5_validate_seed123,123,100,objective.Post_Deal_Trade_Penalty=5,8.042540361366688
80887.984375,-2111451.75,49011.5546875,-2206881.25,114617.34375,-33729.359375,95429.5,0.0,-50.0,50.0,1.0,postdeal5_validate_seed456,456,100,objective.Post_Deal_Trade_Penalty=5,7.971006636200036
92561.28125,-1551865.75,38728.671875,-1551628.875,92839.2734375,-277.9921875,-236.875,0.0,0.0,0.0,0.0,vc05_long_200ep_seed7,7,200,optimizer.Value_Coef=0.05,14.963536185650021
28298.169921875,-1323938.375,-7889.1875,-1569304.0,112118.96875,-83820.798828125,245365.625,0.0,-21.0,21.0,0.8359375,vc05_long_200ep_seed42,42,200,optimizer.Value_Coef=0.05,14.086506330633346
