policy,metric,net_pnl,total_ex_funding
ml,mean,91923.52,90475.44
ml,std,611373.88,611336.06
ml,min,-1574121.75,-1575087.38
ml,p5,-812541.44,-813584.88
ml,p95,1196536.52,1195329.44
ml,max,3811406.75,3809298.00
