policy,metric,net_pnl,total_ex_funding
ml,mean,24025.52,23221.23
ml,std,529166.56,529942.50
ml,min,-1609056.50,-1613222.00
ml,p5,-700800.57,-702500.21
ml,p95,977765.27,977884.33
ml,max,2680929.50,2683651.50
