policy,metric,net_pnl,total_ex_funding
ml,mean,92182.56,90732.14
ml,std,598319.44,598387.62
ml,min,-1564180.50,-1565725.25
ml,p5,-777090.77,-778435.87
ml,p95,1185482.65,1184021.24
ml,max,3678393.75,3677576.00
