policy,metric,net_pnl,total_ex_funding
ml,mean,-162742.75,-162619.47
ml,std,609391.56,606553.19
ml,min,-2358329.00,-2351808.50
ml,p5,-1102544.88,-1099444.62
ml,p95,785052.22,782912.16
ml,max,2510309.75,2522145.00
