policy,metric,net_pnl,total_ex_funding
ml,mean,97275.75,95957.59
ml,std,446378.53,447410.62
ml,min,-1147560.50,-1152728.12
ml,p5,-518242.95,-521281.72
ml,p95,927058.06,928175.79
ml,max,2910188.75,2912056.50
