policy,metric,net_pnl,total_ex_funding
ml,mean,88615.18,87295.03
ml,std,609761.94,609751.06
ml,min,-1600138.38,-1601011.00
ml,p5,-808684.23,-809843.87
ml,p95,1191438.56,1190259.54
ml,max,3743019.25,3741473.00
