policy,metric,net_pnl,total_ex_funding
ml,mean,78545.67,77393.12
ml,std,566072.94,566351.06
ml,min,-1578016.00,-1579542.88
ml,p5,-747581.49,-749170.60
ml,p95,1120627.82,1119341.70
ml,max,3678147.00,3678578.50
