policy,metric,net_pnl,total_ex_funding
ml,mean,86345.33,85064.80
ml,std,388165.44,389525.72
ml,min,-1091830.50,-1099692.75
ml,p5,-470644.28,-473631.67
ml,p95,785321.66,786424.95
ml,max,2089045.88,2096383.12
