mean_pnl,worst_pnl,p5_pnl,sortino_metric,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,row_name,seed,epochs,overrides,elapsed_min
64495.78125,-1464579.25,-737057.5999999999,-672561.8187499999,-1569304.0,112118.96875,-47623.1875,104724.75,4.0,-6.0,18.0,1.0,d5_e3_p1.5_seed42,d5_e3_p1.5,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.003;objective.Power=1.5,6.439126085916663
67215.0703125,-1466574.625,-714748.040625,-647532.9703125,-1569304.0,112118.96875,-44903.8984375,102729.375,0.0,-7.0,15.0,1.0,d5_e3_p3_seed42,d5_e3_p3,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.003;objective.Power=3.0,6.430997654349994
91873.90625,-1653946.875,-791429.490625,-699555.584375,-1569304.0,112118.96875,-20245.0625,-84642.875,3.0,-6.0,13.0,1.0,d5_e3_p4_seed42,d5_e3_p4,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.003;objective.Power=4.0,6.419074690849993
97473.453125,-1603729.125,-766090.053125,-668616.6,-1569304.0,112118.96875,-14645.515625,-34425.125,3.0,-5.0,15.0,1.0,d5_e3_p5_seed42,d5_e3_p5,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.003;objective.Power=5.0,6.420471844183339
