policy,metric,net_pnl,total_ex_funding
ml,mean,-52803.37,-52588.32
ml,std,513132.78,513485.03
ml,min,-1478966.00,-1480610.50
ml,p5,-827239.57,-825788.92
ml,p95,864247.61,865589.72
ml,max,2742473.75,2751899.00
