mean_pnl,worst_pnl,p5_pnl,sortino_metric,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,row_name,seed,epochs,overrides,elapsed_min
88341.578125,-1612661.25,-780206.3,-691864.721875,-1569304.0,112118.96875,-23777.390625,-43357.25,1.0,-7.0,15.0,1.0,fp_5_dense_1_seed42,fp_5_dense_1,42,100,objective.Floor_Penalty=5.0;optimizer.Dense_Tracking_Reward_Scale=1.0,6.927836693749971
90576.46875,-1632803.375,-774087.55625,-683511.0875,-1569304.0,112118.96875,-21542.5,-63499.375,4.0,-9.0,27.0,1.0,power_2_seed42,power_2,42,100,objective.Power=2.0,7.616465644316667
89752.703125,-1633235.875,-816644.84375,-726892.140625,-1569304.0,112118.96875,-22366.265625,-63931.875,2.0,-10.0,13.0,1.0,surplus_5_seed42,surplus_5,42,100,objective.Surplus_Reward=5.0,7.651376060549955
112118.96875,-1569304.0,-777357.4781249999,-665238.5093749999,-1569304.0,112118.96875,0.0,0.0,0.0,0.0,0.0,0.0,fp_2_dense_0_seed42,fp_2_dense_0,42,100,objective.Floor_Penalty=2.0;optimizer.Dense_Tracking_Reward_Scale=0.0,7.488874638916665
