policy,metric,net_pnl,total_ex_funding
ml,mean,-10767.64,-11450.14
ml,std,511881.69,512574.19
ml,min,-1344092.88,-1347001.25
ml,p5,-733017.12,-734351.61
ml,p95,878881.89,878950.52
ml,max,2604974.50,2606791.75
