policy,metric,net_pnl,total_ex_funding
ml,mean,117700.81,116271.03
ml,std,598270.69,598274.75
ml,min,-1985110.38,-1986233.88
ml,p5,-759314.05,-760857.66
ml,p95,1205368.38,1203949.06
ml,max,3361458.00,3359907.00
