policy,metric,net_pnl,total_ex_funding
ml,mean,76322.41,75474.69
ml,std,573787.12,574009.31
ml,min,-1584549.12,-1585353.38
ml,p5,-766831.69,-768081.21
ml,p95,1090428.74,1090571.34
ml,max,3286706.50,3290648.25
