policy,metric,net_pnl,total_ex_funding
ml,mean,108011.73,106846.32
ml,std,452858.09,453863.75
ml,min,-1198822.00,-1201910.38
ml,p5,-530681.08,-533503.50
ml,p95,961380.00,961908.77
ml,max,3172299.00,3176503.00
