policy,metric,net_pnl,total_ex_funding
ml,mean,50111.38,48978.45
ml,std,503065.22,503381.31
ml,min,-1795404.25,-1794136.88
ml,p5,-693477.45,-696385.51
ml,p95,918041.73,921179.07
ml,max,2278889.25,2290282.00
