policy,metric,net_pnl,total_ex_funding
ml,mean,87560.91,86102.70
ml,std,601388.88,601415.12
ml,min,-1550736.50,-1552470.38
ml,p5,-773005.65,-774527.38
ml,p95,1201810.47,1200563.13
ml,max,3751410.00,3749362.25
