policy,metric,net_pnl,total_ex_funding
ml,mean,28325.90,27674.17
ml,std,412009.59,413419.44
ml,min,-1025018.50,-1029812.88
ml,p5,-560044.98,-561534.69
ml,p95,766406.03,767125.98
ml,max,1791422.75,1797461.50
