policy,metric,net_pnl,total_ex_funding
ml,mean,70273.80,69076.34
ml,std,564544.06,564864.94
ml,min,-1532958.50,-1534444.50
ml,p5,-753779.62,-755279.61
ml,p95,1103719.69,1102955.47
ml,max,3558478.50,3559449.50
