policy,metric,net_pnl,total_ex_funding
ml,mean,17883.81,17203.58
ml,std,574424.75,574601.50
ml,min,-2044469.75,-2045214.50
ml,p5,-832754.52,-833595.20
ml,p95,1057245.52,1056050.65
ml,max,2896874.00,2898800.00
