policy,metric,net_pnl,total_ex_funding
ml,mean,96644.05,95331.30
ml,std,432800.31,433908.97
ml,min,-1083618.00,-1089336.00
ml,p5,-499190.12,-502736.76
ml,p95,891378.08,893027.11
ml,max,2818851.00,2821407.00
