policy,metric,net_pnl,total_ex_funding
ml,mean,117810.55,116376.38
ml,std,598066.06,598081.88
ml,min,-1975341.12,-1976527.12
ml,p5,-760152.31,-761752.04
ml,p95,1204237.67,1202906.19
ml,max,3365714.00,3364163.00
