policy,metric,net_pnl,total_ex_funding
ml,mean,83782.66,82817.09
ml,std,525477.75,526014.00
ml,min,-1368626.00,-1371078.25
ml,p5,-674924.06,-677173.16
ml,p95,1036656.32,1036434.36
ml,max,3323758.50,3326372.25
