policy,metric,net_pnl,total_ex_funding
ml,mean,88701.41,87433.61
ml,std,422992.53,424179.03
ml,min,-1135602.25,-1141455.00
ml,p5,-519677.76,-523294.47
ml,p95,853610.17,855381.63
ml,max,2297758.50,2298951.75
