policy,metric,net_pnl,total_ex_funding
ml,mean,-76214.35,-76521.51
ml,std,882617.62,880497.94
ml,min,-2650860.50,-2644892.50
ml,p5,-1337664.54,-1335632.18
ml,p95,1494941.68,1494671.87
ml,max,3496881.75,3491968.25
