policy,metric,net_pnl,total_ex_funding
ml,mean,-45481.58,-45268.81
ml,std,490617.16,491446.06
ml,min,-1393412.38,-1395471.25
ml,p5,-779959.49,-780824.84
ml,p95,817282.74,818242.54
ml,max,2880787.50,2889200.00
