policy,metric,net_pnl,total_ex_funding
ml,mean,96514.47,95117.77
ml,std,589149.00,589190.00
ml,min,-1956361.12,-1958345.12
ml,p5,-765449.93,-767254.55
ml,p95,1167263.50,1165941.86
ml,max,3323543.50,3322604.00
