policy,metric,net_pnl,total_ex_funding
ml,mean,65348.70,64237.38
ml,std,556178.69,556587.44
ml,min,-1340985.75,-1343916.50
ml,p5,-743855.16,-746661.22
ml,p95,1093505.78,1092896.69
ml,max,3554618.00,3555516.75
