mean_pnl,worst_pnl,p5_pnl,sortino_metric,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,row_name,seed,epochs,overrides,elapsed_min
93063.625,-1571828.75,-745150.615625,-652086.990625,-1569304.0,112118.96875,-19055.34375,-2524.75,2.0,-7.0,18.0,1.0,d5_e3_p2_ep90_seed42,d5_e3_p2_ep90,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.003;objective.Power=2.0;optimizer.Epochs=90,6.409721358966635
88615.171875,-1600138.375,-808684.23125,-720069.059375,-1569304.0,112118.96875,-23503.796875,-30834.375,2.0,-8.0,11.0,1.0,d4_e3_p2_seed42,d4_e3_p2,42,100,optimizer.Dense_Tracking_Reward_Scale=4.0;optimizer.Entropy_Coef=0.003;objective.Power=2.0,7.569018655900072
63625.15625,-1390654.25,-717687.965625,-654062.809375,-1569304.0,112118.96875,-48493.8125,178649.75,2.0,-5.0,15.0,1.0,d6_e3_p2_seed42,d6_e3_p2,42,100,optimizer.Dense_Tracking_Reward_Scale=6.0;optimizer.Entropy_Coef=0.003;objective.Power=2.0,7.629912163450111
74210.6015625,-1415603.75,-721147.4625,-646936.8609375,-1569304.0,112118.96875,-37908.3671875,153700.25,1.0,-5.0,11.0,1.0,d5_e3_p2.5_seed42,d5_e3_p2.5,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.003;objective.Power=2.5,7.542242727416669
