policy,metric,net_pnl,total_ex_funding
ml,mean,49556.84,48885.18
ml,std,501540.16,502354.25
ml,min,-1352172.00,-1354926.25
ml,p5,-642663.51,-643881.16
ml,p95,991270.17,991420.74
ml,max,3269566.75,3273368.25
