policy,metric,net_pnl,total_ex_funding
ml,mean,972.98,67.03
ml,std,446632.56,447793.28
ml,min,-1046550.88,-1050612.00
ml,p5,-631049.07,-632887.82
ml,p95,784276.54,784928.08
ml,max,2203328.00,2208916.00
