policy,metric,net_pnl,total_ex_funding
ml,mean,88341.57,87151.45
ml,std,585757.56,585910.75
ml,min,-1612661.25,-1613467.88
ml,p5,-780206.30,-781834.78
ml,p95,1149405.59,1148752.24
ml,max,3694754.00,3694610.25
