policy,metric,net_pnl,total_ex_funding
ml,mean,-31084.71,-31680.65
ml,std,599485.19,599405.56
ml,min,-1669260.75,-1672858.25
ml,p5,-870024.40,-869739.07
ml,p95,1071000.22,1076161.38
ml,max,3155640.50,3155261.50
