policy,metric,net_pnl,total_ex_funding
ml,mean,46228.09,45263.91
ml,std,526065.75,526594.50
ml,min,-2034835.00,-2037606.00
ml,p5,-715735.08,-718064.07
ml,p95,997530.27,996945.82
ml,max,2432811.75,2434993.00
