policy,metric,net_pnl,total_ex_funding
ml,mean,64495.78,63290.76
ml,std,548593.50,548953.19
ml,min,-1464579.25,-1466992.38
ml,p5,-737057.60,-737656.09
ml,p95,1038213.62,1036887.02
ml,max,3558374.50,3558813.25
