policy,metric,net_pnl,total_ex_funding
ml,mean,43979.28,42801.87
ml,std,513172.41,513755.91
ml,min,-1519175.00,-1520553.75
ml,p5,-710177.43,-711659.44
ml,p95,958133.18,956764.22
ml,max,2952576.75,2958635.00
