policy,metric,net_pnl,total_ex_funding
ml,mean,12839.78,12004.29
ml,std,278386.91,280193.19
ml,min,-768073.06,-775769.12
ml,p5,-413069.44,-418221.17
ml,p95,526298.43,527602.43
ml,max,931616.62,933612.81
