policy,metric,net_pnl,total_ex_funding
ml,mean,60544.43,59612.46
ml,std,588489.31,588631.81
ml,min,-1599154.25,-1599199.00
ml,p5,-811987.07,-812483.01
ml,p95,1111698.83,1111128.64
ml,max,3493999.75,3495296.00
