policy,metric,net_pnl,total_ex_funding
ml,mean,81519.26,80328.67
ml,std,414795.00,416030.62
ml,min,-1199850.50,-1207698.75
ml,p5,-488207.39,-491230.02
ml,p95,838362.27,838644.85
ml,max,2322562.00,2325150.25
