trade,aversion,seed,train_u,V_0,greedy_usd_oz,nohedge_usd_oz,pf_bound,bound_pass,mean_abs_q,cover_contracts,churn,fair,strike,reused
202102,6.0,7,-0.1326,-0.040002867579460144,36.87,123.87,765.09,True,"[2.43, 2.78, 30.49]",35.69,1475.0,1100.42,1092.42,False
202106,6.0,7,-0.5119,-0.3404672145843506,41.43,-196.08,808.98,True,"[5.0, 0.0, 31.39]",36.39,487.5,1180.7,1172.7,False
202109,6.0,7,-0.662,-0.6225422620773315,-2.33,-54.74,631.75,True,"[6.67, 0.42, 26.39]",33.47,737.5,1008.54,1000.54,False
202110,6.0,7,-0.5872,-0.6142213940620422,-17.81,34.96,605.85,True,"[5.49, 5.77, 28.78]",40.04,462.5,962.09,954.09,False
202111,6.0,7,-0.1997,-0.4565979838371277,-45.11,37.89,607.29,True,"[15.21, 2.64, 14.44]",32.29,362.5,1017.36,1009.36,False
202201,6.0,7,-0.9198,-1.1699366569519043,38.61,14.59,657.46,True,"[1.21, 2.27, 15.91]",19.39,500.0,960.68,952.68,False
202203,6.0,7,-0.7131,-0.49194955825805664,117.93,-99.72,764.6,True,"[16.92, 9.27, 12.01]",38.2,1518.8,1063.14,1055.14,False
