policy,metric,net_pnl,total_ex_funding
ml,mean,89899.33,88615.23
ml,std,393625.09,394923.41
ml,min,-1033917.00,-1042255.12
ml,p5,-463787.75,-466801.96
ml,p95,821261.49,823252.44
ml,max,2122677.00,2129863.25
