policy,metric,net_pnl,total_ex_funding
ml,mean,15384.30,14818.66
ml,std,497504.12,498357.09
ml,min,-1358236.25,-1361434.88
ml,p5,-698660.49,-700168.59
ml,p95,921671.33,922894.29
ml,max,3141627.50,3147174.25
